data_role,metric_group,task_type,model_name,checkpoint_stage,eval_stage,value,split_type,definition_note
heatmap_matrix,KU,KU,GLM-4-9B-1M,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,6,6,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,7,6,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,8,6,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,9,6,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,10,6,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,7,7,0.238095,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,8,7,0.095238,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,9,7,0.047619,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,10,7,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,8,8,0.294118,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,9,8,0.235294,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,10,8,0.058824,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,9,9,0.250000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,10,9,0.166667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,GLM-4-9B-1M,10,10,0.066667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,1,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,1,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,1,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,2,0.384615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,2,0.153846,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,2,0.384615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,2,0.230769,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,2,0.384615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,2,0.461538,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,3,0.214286,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,3,0.285714,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,3,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,3,0.214286,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,3,0.428571,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,3,0.285714,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,4,0.300000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,4,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,5,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,5,0.071429,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,5,0.071429,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,6,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,6,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,6,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,6,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,6,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,7,0.380952,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,7,0.238095,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,7,0.047619,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,7,0.190476,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,8,0.235294,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,8,0.117647,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,8,0.176471,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,9,0.250000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,9,0.250000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen3.5-9B,10,10,0.133333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,1,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,1,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,1,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,1,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,1,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,1,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,2,0.230769,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,2,0.384615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,2,0.153846,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,2,0.230769,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,2,0.307692,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,3,0.214286,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,3,0.285714,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,3,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,3,0.428571,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,3,0.357143,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,4,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,4,0.100000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,5,0.428571,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,5,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,6,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,6,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,6,0.052632,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,6,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,6,0.105263,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,7,0.142857,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,7,0.095238,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,7,0.190476,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,10,7,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,8,8,0.058824,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,KU,KU,Qwen2.5-7B-1M,9,8,0.058824,held_out_character,raw stage-by-checkpoint score; masked when c<s
